elem,model,a,cohesive-energy,c11,c12,bulk,shear,volume,bulk*volume,shear*volume,formation-energy,migration-energy,relaxation-volume,edt11,spedt11,spedt33,spdst11,spdst33,ln_a,ln_cohesive-energy,ln_c11,ln_c12,ln_bulk,ln_shear,ln_volume,ln_bulk*volume,ln_shear*volume,ln_formation-energy,ln_migration-energy,ln_relaxation-volume,ln_edt11,ln_spedt11,ln_spedt33,ln_spdst11,ln_spdst33
Cu,EAM_Dynamo_Mendelev_Kramer_Cu__MO_945691923444_002,3.63908743858,3.283116209154995,1.088997249333131,0.7979026898496387,0.8949342096774696,0.14554727974174614,48.19227987169908,43.128919899534445,7.0142552398787075,1.0487278184893851,0.9929568267839806,3.6141666569867414,3.2344412153111497,4.158617863228382,-1.509221232995913,7.335511596391541,-12.135268065049232,1.2917329465304133,1.1887930351378844,0.08525731808273995,-0.22576863151223717,-0.11100507214943894,-1.92725429847566,3.8751988395912402,3.7641937674418013,1.9479445411155802,0.04757782814832069,-0.007068093441072883,1.2848613053809461,1.1738561820628735,1.4251827746515133,-100,1.9927271564553592,-100
Mg,EAM_Dynamo_Mendelev_Asta_AlMg__MO_658278549784_002,4.49542591721,1.5166237373479101,0.3579150666309164,0.19634167115615855,0.2501994696477445,0.08078669773737891,90.84740682495799,22.72997300647737,7.339261995392575,0.8650117916068665,0.6158941107725024,-0.7133425748768265,-0.1784776699674651,0.2778847377774475,-2.1330283279895803,4.273381289634196,-10.64810086876324,1.5030604169853614,0.41648663884882003,-1.0274595647759772,-1.627898917211973,-1.3854968006648243,-2.5159429589715487,4.509181250956084,3.1236844502912597,1.9932382919845353,-0.14501214022771888,-0.48468022832137536,-100,-100,-1.2805488635782896,-100,1.4524053849847365,-100
Ti,EAM_Dynamo_Zope_Mishin_TiAl__MO_117656786760_002,4.14833717205,4.838531111882321,0.9055019860440946,0.542360842476948,0.6634078903326636,0.18157057178357328,71.3874952565057,47.359027624251475,12.961868331920865,1.860272395334567,0.7731317744441455,3.5555617713264827,2.358788331382656,4.3463019762947805,-1.3563728410502656,6.463292276914885,-9.24044774489736,1.4227075725146172,1.5766111853858367,-0.09926580834898749,-0.61182373803547,-0.4103652587614054,-1.7061108755963341,4.268122717543852,3.8577574587824466,2.5620118419475175,0.6207229261070926,-0.25730577345612465,1.2685130736475523,0.8581480682872485,1.469325363151322,-100,1.866138828361255,-100
Pt,EAM_Dynamo_Zhou_Johnson_Pt__MO_102190350384_002,3.92008088677,5.7699973742124095,103.98948366666026,1.6335356336712323,35.752184978000905,51.17797401649452,60.24001689232991,2153.7122270124783,3082.962019268851,1.5492784962239963,0.7278982195316386,-4.560743024005873,-163.05652830106163,-170.36127155505616,-181.67001093155994,-1.5866703105574271,-1.697154746788803,1.3661122879695873,1.7526716254440657,4.644289775438739,0.4907467661285171,3.576611385538131,3.9353092444947086,4.098336863908762,7.674948249446893,8.03364610840347,0.43778933625167316,-0.31759404889520876,-100,-100,-100,-100,-100,-100
Al,EAM_Dynamo_Mendelev_Asta_AlMg__MO_658278549784_002,4.04527051002,3.4106569861258027,0.6877068418213284,0.3830298439587489,0.4845888432462753,0.15233849893128973,66.19767028813652,32.07865247052641,10.084453724443156,0.6601741532666818,0.6398120758789656,5.621731044430062,2.724229817704259,2.4738067999979916,-1.8082530998947606,5.404628147681193,-8.64977239958846,1.3975484234338673,1.2269049372910152,-0.3743926338599318,-0.9596423712739054,-0.7244544934683774,-1.8816502674975557,4.192645270301602,3.4681907768332243,2.3109950028040465,-0.4152516101829767,-0.44658077718568756,1.7266396315018537,1.00218575246135,0.9057581787616851,-100,1.6872556508856746,-100
Cd,IMD_EAM_Schopf_CaCd__MO_145183423516_002,4.49738648236,0.7632499567373858,0.22583747360588174,0.08830879285669516,0.13415168643975736,0.0687643403745933,90.96632099692354,12.203285370957603,6.255239059656963,0.18671678108594708,0.1780024136147264,16.52038897243832,2.2162379531718877,1.9310058618714163,-0.5864550443004525,8.814642176529901,-9.490346747844136,1.5034964463594769,-0.2701697040492532,-1.4879396817542665,-2.4269155969788963,-2.008784130890548,-2.677069976919944,4.510489339078431,2.5017052081878823,1.8334193621584864,-1.6781623498494134,-1.7259581691486885,2.8045953133627535,0.7958111427104638,0.6580410391079615,-100,2.176414222459841,-100
Cu,EAM_Dynamo_Mendelev_Sordelet_CuZr__MO_120596890176_002,3.6390851295,3.283116232017917,1.106580078669166,0.8023044286924343,0.9037296453513449,0.1521378249883658,48.19218813461318,43.55270909159926,7.33185468423018,1.048731081401151,0.9929762587666146,3.578633752416461,3.234117453658783,4.147885407393959,-1.518298701061073,7.04057190726061,-11.581334467469734,1.2917323120084978,1.1887930421016712,0.10127424903279321,-0.22026715624220616,-0.10122502819560977,-1.882968425634761,3.8751969360254934,3.7739719078298837,1.9922285103907327,0.04758093944815695,-0.00704852381631967,1.2749810941688258,1.173756078880942,1.4225986639957917,-100,1.95168940369721,-100
Mg,EAM_Dynamo_Sun_Mendelev_Mg__MO_848345414202_002,4.49542424083,1.5166237398228928,0.3612183571546451,0.19720156270867167,0.2518738275239962,0.08200839722298672,90.84730519183898,22.882058478909094,7.4502418908102355,0.8650122185636173,0.6158950501156832,-0.7151945014193253,-0.1801389283954684,0.27430112492674896,-2.13627151755444,4.198648630807538,-10.498439899252476,1.5030600440773558,0.4164866404807229,-1.0182726360434569,-1.623528912358836,-1.3788270012836026,-2.5009336318025595,4.509180132232068,3.130353130948465,2.008246500429508,-0.14501164664294972,-0.4846787031526036,-100,-100,-1.293528779965148,-100,1.4347627189455814,-100
Al,EAM_Dynamo_Mendelev_Kramer_Al__MO_106969701023_002,4.04525974393,3.4106569537190836,0.6621455526867875,0.37153986611320006,0.4684084283043959,0.14530284328679374,66.19714175375724,31.007299127120728,9.618632914279859,0.6601473585589299,0.6397988612329909,5.771942783389264,2.7036269660008454,2.4345489131305746,-1.852200465861558,5.6326670068958204,-9.118418370579647,1.3975457620285794,1.226904927789409,-0.4122698791056489,-0.9900991093752983,-0.7584146536023662,-1.928935140209239,4.192637286085739,3.434222632483372,2.263702145876499,-0.4152921983389911,-0.44660143134796754,1.7530087280747697,0.9945941923032295,0.8897614880923369,-100,1.7285830434653975,-100
Ni,EAM_Dynamo_Onat_Durukanoglu_CuNi__MO_592013496703_002,3.51999998285,4.449999999999926,1.5416783538495902,0.9236148603583652,1.1296360248554402,0.3090317467456125,43.61420736251392,49.2681798322111,13.478174684163031,1.472134936826008,0.8302494681244887,2.138284298640068,2.4154817985479475,2.1434356597812094,-4.245465470958102,3.449725272236291,-6.887234076932552,1.2584609847378465,1.4929040961781321,0.432871663142954,-0.07946011202711314,0.1218954789404504,-1.1743112670847493,3.7753829542135398,3.8972784331539905,2.6010716871287904,0.3867136851447424,-0.18602905934639719,0.7600037778692541,0.8818987697108839,0.7624099901748862,-100,1.2382945966366756,-100
Al,EAM_Dynamo_Mendelev_Srolovitz_AlFe__MO_577453891941_002,4.03330182731,3.369705483359035,0.7285396870936994,0.38349449820316145,0.4985095611666741,0.172522594445269,65.6118327834224,32.7081259682051,11.319523618105187,0.6777851676893865,0.7261829361239658,3.5555389266807156,1.7724699736605865,1.881589948530809,-1.865184690200945,4.042635251883716,-6.816158783841335,1.3945853524933327,1.2148253468832144,-0.316713177008229,-0.9584300045537155,-0.6961325098912083,-1.7572270687967395,4.1837560574799975,3.4876235475887896,2.426528988683258,-0.3889249030681176,-0.3199533177663143,1.2685066485815217,0.5723740391737979,0.6321171367281027,-100,1.396896769394585,-100
Mg,EAM_Dynamo_Zhou_Johnson_Mg__MO_137404467969_002,4.52023798498,1.5489197786008277,108.93485244172228,0.1564381449451269,36.41590957720418,54.38920714838858,92.35999515301533,3363.3732320432227,5023.386908601516,0.6653408355594672,0.4127638558751874,-3.691944734286041,-134.44552589997306,-261.37398118008787,-262.0710275451986,-2.392479750118555,-2.398887698004457,1.5085646440023437,0.4375577709398683,4.690750019523952,-1.855094587097072,3.595005755449492,3.996165736170846,4.525693932007031,8.120699687456522,8.521859668177877,-0.40745583495142706,-0.8848796270901392,-100,-100,-100,-100,-100,-100
Ru,EAM_Dynamo_Fortini_Mendelev_Ru__MO_114077951467_002,3.85410562515,6.712386171551129,3.730694414756528,1.4065786108346072,2.1812838788085807,1.1620579019609605,57.24938664418611,124.87716415864243,66.52710213229474,1.9075771750914052,0.8862060767009039,3.773396922588117,8.23085013834658,9.652914809673538,2.0529669953894034,2.177995759607742,-1.0920424606376133,1.3491389762460957,1.9039545020079418,1.3165943865042204,0.34116023848767213,0.7799136386799966,0.15019248675880165,4.047416928738287,4.827330567418284,4.197609415497089,0.6458339421215565,-0.1208057632092215,1.3279756362409318,2.1078893068446316,2.267259922558037,0.7192860616237935,0.7784050775886449,-100
Zr,EAM_Dynamo_Mendelev_Kramer_CuZr__MO_600021860456_002,4.54452466697,6.4387770090509076,0.6817833166110308,0.47857614923480435,0.5463118716935464,0.1016035836881132,93.85672480675272,51.27504300020319,9.536179593595111,2.2401171048571276,0.9688739074344728,1.0171197099634797,0.5556657095498012,4.748155366001205,-2.447192289850647,13.236651970903921,-22.172248546507117,1.5139231384352105,1.8623386166550657,-0.38304338920073194,-0.7369399391942624,-0.6045652727282669,-2.286676471939017,4.541769415305632,3.937204142577365,2.255092943366615,0.8065281434545264,-0.03162080204516883,0.01697481905124858,-0.5875884073668008,1.5577561986217445,-100,2.5829896462430506,-100
W,EAM_Dynamo_Ackland_W__MO_141627196590_002,4.02877255618,8.604190119125109,3.0092956766827808,0.8614062299390605,1.5773693788536338,1.0739447233718602,65.39104083615761,103.14582546632253,70.22636326178531,3.604100032632076,3.612297536036902,1.8638319885613628,2.939951698051211,-8.216215686685537,-26.83042239739195,-0.15870943047349495,-8.82498716905241,1.3934617529354365,2.1522493077588827,1.1017060569222619,-0.14918907404667286,0.45575850937646295,0.0713385267657444,4.180385258806309,4.636143768182772,4.251723785572054,1.2820720953631417,1.2843440064802403,0.6226345773090332,1.0783931519813468,-100,-100,-100,-100
Ni,EAM_Dynamo_PurjaPun_Mishin_NiAl__MO_751354403791_002,3.52000003689,4.449999985738258,1.5062116464927595,0.9412686345215856,1.1295829718453103,0.28247150598558696,43.61420937124558,49.265868236255166,12.319771403466438,1.5723494217671106,1.1898336637804232,1.8851224896314305,2.129402505011968,3.1363532752078283,-4.455705349958304,4.658269888343455,-8.780350314448068,1.2584610000901193,1.492904092973263,0.4095976550232714,-0.060526702431509594,0.12184851314367093,-1.264177597250567,3.7753830002703577,3.8972315134140287,2.511205403019791,0.4525709477846198,0.1738135190177572,0.6339928000256181,0.755841426291012,1.1430607476765624,-100,1.5386441106044808,-100
Al,EAM_Dynamo_Mishin_Farkas_Al__MO_651801486679_002,4.05000466019,3.3599999881833527,0.7102394865077895,0.38417877888718815,0.49286568142738857,0.16303035381030065,66.4303543165633,32.74124184769583,10.830164167972947,0.6779865639129332,0.6302156644303984,8.067559406083952,3.976221522348174,4.73186679894966,-0.5834328195408629,7.435820372373385,-8.865764008053912,1.3987180317819832,1.2119409704582536,-0.34215306088074987,-0.9566472647197857,-0.7075185935268336,-1.813818875817014,4.19615409534595,3.4886355018191164,2.3823352195289362,-0.38862780847566714,-0.4616931936835234,2.0878510085467354,1.3803320021186127,1.554319796723682,-100,2.0063089130818663,-100
Cu,EAM_Dynamo_Mishin_Mehl_Cu__MO_346334655118_002,3.61500004445,3.5399999683805334,1.0603112910933192,0.7652350619760849,0.8635938050151631,0.14753811455861715,47.241635117647824,40.79758342638744,6.969941773923916,1.2742947762926562,0.6923994524241299,3.478412618668939,3.0039356047532317,3.6314767831345645,-1.6699327404329987,6.708351491801606,-11.257886392997118,1.285091867906717,1.2641267182136304,0.05856253585388827,-0.26757222179655693,-0.1466527538095911,-1.913668732795536,3.8552756037201505,3.7086228499105593,1.9416068709246146,0.24239290895174379,-0.36759224651787403,1.246576045660384,1.0999232971718675,1.2896393928547645,-100,1.9033532414852672,-100
Co,EAM_Dynamo_PurjaPun_Mishin_Co__MO_885079680379_002,3.56422199671,4.384878508067511,1.7212497025281932,0.9921668556644111,1.2351944712856717,0.36454142343189105,45.27873014150617,55.92803713762432,16.50597273697313,1.561920461803449,0.9542416319641063,3.6171566072533015,4.467890735546111,3.6900339016022747,-4.509876848046146,4.007147992456371,-7.239737240556065,1.2709457963078756,1.4781619191843371,0.543050598237586,-0.007863984566904658,0.21122842431144664,-1.0091150894585377,3.812837388923627,4.024065813235073,2.803722299465089,0.44591612938055974,-0.046838356623326145,1.2856882495867825,1.496916426016727,1.3056356454363225,-100,1.3880797644524852,-100
W,EAM_Dynamo_Zhou_Johnson_W__MO_524392058194_002,4.12219222005,8.596942781969645,1.352503889795637,0.8645141237153071,1.027177379075417,0.24399488304016492,70.0462222706289,71.9498950060787,17.090919810327495,3.906500827243147,2.8252370359765724,3.884325838159039,3.989892104627992,10.237269507634277,-1.4786371778002994,10.057647997410001,-13.95086118363959,1.4163851140956976,2.1514066495891004,0.30195760773853164,-0.14558763655406576,0.02681463178293586,-1.4106080250556978,4.249155342287093,4.275969974070029,2.838547317231395,1.3626420442153324,1.038592267618827,1.3569494393302441,1.383764189089527,2.326034934408934,-100,2.308333339862548,-100
Zr,EAM_Dynamo_Mendelev_NiZr__MO_149104665840_002,4.54452412337,6.438777010766218,0.6871206325705153,0.47987690186253623,0.5489581454318625,0.10362186535398951,93.8566911263263,51.52339509707923,9.725605410463166,2.2401180624547097,0.9688712939678213,1.0116298521379004,0.5553419528536072,4.745553288954657,-2.450012176351518,12.998507879630466,-21.721439184475976,1.513923018818733,1.8623386169214688,-0.3752454089131768,-0.7342256624233165,-0.5997330782078875,-2.2670069158854025,4.541769056456199,3.9420359782483114,2.2747621405707967,0.8065285709310076,-0.03162349947582126,0.011562745202209361,-0.5881712236988825,1.5572080298910036,-100,2.564834572384018,-100
Al,EAM_Dynamo_Mishin_Mehl_NiAl__MO_109933561507_002,4.05152635892,3.3621773198738474,0.9054199937052065,0.4876006150083729,0.6268737412406508,0.20890968934841683,66.50526161683635,41.69040216193445,13.893593544408471,1.2623133715267725,0.8751608450700146,0.09332067316619311,0.05850062304482541,-0.9917305299397423,-7.807370720442714,3.7020795586158304,-12.610327960369581,1.399093688863171,1.2125887759732996,-0.09935636149248121,-0.718258620078907,-0.4670101282589389,-1.565853228783836,4.197281066589513,3.730270938330574,2.6314278378056772,0.2329460467070051,-0.133347586580729,-2.3717136183294953,-2.838717874462145,-100,-100,1.3088947046323856,-100
Fe,EAM_Dynamo_Bonny_Pasianot_FeCuNi__MO_469343973171_002,3.65836487293,4.002044591326717,0.4245238873475433,0.25167081494027677,0.30928850574269895,0.08642653620363328,48.96221482766466,15.143450261901421,4.23163463241323,1.757441550492477,0.2242141880521576,4.476206390692889,1.3844390603975265,-0.8630597928106345,22.270709093125966,-37.231043981105394,96.60388800323244,1.2970162915580123,1.386805378360016,-0.8567870030882677,-1.379633335330671,-1.1734807621455654,-2.448460518341004,3.891048874674037,2.7175681125284714,1.4425883563330324,0.5638590869618706,-1.4951534873304952,1.498775899907821,0.32529504705707774,-100,3.103272321495463,-100,4.570618988889191
Ag,EAM_Dynamo_Ackland_Tichy_Ag__MO_212700056563_002,4.08600010991,2.967443901030152,0.7762612721772432,0.5838141631412436,0.6479631994865768,0.0962235545179998,68.21739356097305,44.202360592403096,6.564120088390139,1.0221418531897701,0.9886769108623293,3.8318579910280315,2.4829028721477915,0.847390675741154,-5.600625628486144,10.498702848012169,-23.00670856644052,1.4075665232945977,1.0877009428681175,-0.2532661245165413,-0.5381725605939048,-0.4339213751583041,-2.341081101821756,4.222699569883793,3.7887781947254893,1.8816184680620376,0.021900281748340567,-0.0113876833786103,1.3433498007131632,0.9094283886235165,-0.16559344422388345,-100,2.35125171124744,-100
N,MEAM_2NN_Fe_to_Ga__MO_145522277939_001,6.7,4.045181491371932e-18,-8.022570553812734e-44,-1.0169675374504919e-32,-6.779783583030021e-33,5.0848376872123465e-33,300.76300000000003,-2.0391080497828586e-30,1.5293310373190471e-30,0,0,-26748.74467964427,1.8135070004571388e-28,1.8135070004571388e-28,1.8135070004571388e-28,-8916.248226548087,-8916.24822654809,1.9021075263969205,-40.049005256311794,-100,-100,-100,-74.35904495973135,5.706322579190761,-100,-68.65272238054058,-100,-100,-100,-63.87712006390849,-63.87712006390849,-63.87712006390849,-100,-100
Cu,EAM_Dynamo_Onat_Durukanoglu_CuNi__MO_592013496703_002,3.61500176721,3.540000109157459,1.062443500847631,0.7652128034110541,0.8642897025565798,0.1486153487182884,47.24170265792757,40.830517138486606,7.020842114553598,1.2260770027197825,0.6595027624973004,3.7185948757065246,3.2139427715657245,3.4132375740136816,-1.5403264594407244,6.234813781352746,-10.43091782330422,1.2850923444653803,1.264126757981123,0.0605714447297407,-0.26760130944538935,-0.145847262494936,-1.9063938632148476,3.8552770333961406,3.7094297709012047,1.948883170181293,0.20381964363285066,-0.41626911805825567,1.3133458753460212,1.1674984611722636,1.2276612760615382,-100,1.830148712022429,-100
Co,EAM_Dynamo_Vailhe_Farkas_CoAl__MO_284963179498_002,3.54226684102,4.383116048913054,1.4868510570976248,1.0340590097541227,1.1849896922019567,0.22639602367175105,44.4471400180214,52.669402769212454,10.062655763661606,1.4449658919333346,1.172240194210716,0.5803322785933152,0.6876883346436006,2.520375182250759,-4.802795277763825,5.413433635696361,-10.759932540154173,1.2647668727793608,1.4777598981368238,0.39666049911071244,0.03349184385254422,0.16973407598551218,-1.4854694960946642,3.7943006183380827,3.964034694323595,2.3088311222434186,0.36808571708742766,0.15891661402249427,-0.5441544453564575,-0.3744195456566948,0.9244077722870692,-100,1.6888835746554098,-100
Ni,EAM_Dynamo_Zhou_Johnson_Ni__MO_110256178378_002,3.51961838224,4.4499972804611,90.59777369524501,0.888935703272925,30.791881700596957,44.854418995986045,43.600024347739044,1342.5267918587276,1955.6537603286802,1.7115364828478714,0.8750633409297552,-2.6846523158458613,-82.66549694036578,-126.46071956677476,-134.00703578298516,-1.368173852177295,-1.4522939499112546,1.2583525695964048,1.492903485045625,4.50642963984685,-0.11773037086115747,3.427251074086463,3.8034221119898035,3.7750577087892143,7.2023087828756776,7.578479820779018,0.5373914950611601,-0.13345900561051974,-100,-100,-100,-100,-100,-100
Ag,EAM_Dynamo_Hale_Wong_pairHybrid_PdAgH__MO_104806802344_002,4.08997422159,2.850013602052872,0.7754659169254473,0.5859231136491125,0.6491040480745575,0.09477140163816739,68.41663533669278,44.4095149526881,6.483940426225747,1.1044324392416156,0.653600307741238,5.3830372447395805,3.494151433720008,3.268431627967279,-1.9392495001492156,9.945323411467083,-17.529644103028325,1.4085386672451168,1.0473237669193007,-0.2542912471373642,-0.5345667033902439,-0.43216225452007556,-2.356287585716321,4.22561600173535,3.793453747215275,1.8693284160190293,0.09933157337122778,-0.42525926459612734,1.6832527585107788,1.2510905518488002,1.1843102453777146,-100,2.297102431783917,-100
N,MEAM_2NN_GaInN__MO_117938381510_001,6.7,4.045181491371932e-18,-8.022570553812734e-44,-1.0169675374504919e-32,-6.779783583030021e-33,5.0848376872123465e-33,300.76300000000003,-2.0391080497828586e-30,1.5293310373190471e-30,0,0,-26748.74467964427,1.8135070004571388e-28,1.8135070004571388e-28,1.8135070004571388e-28,-8916.248226548087,-8916.24822654809,1.9021075263969205,-40.049005256311794,-100,-100,-100,-74.35904495973135,5.706322579190761,-100,-68.65272238054058,-100,-100,-100,-63.87712006390849,-63.87712006390849,-63.87712006390849,-100,-100
Mg,MEAM_2NN_Fe_to_Ga__MO_145522277939_001,4.52709156275,1.541915136197115,0.3256252175701052,0.1812787916877948,0.22939426698189824,0.07217321294115521,92.78074068341529,21.283369999109635,6.6962841541822336,0.7900044589977226,0.5871051161156193,1.3928538242698998,0.3404019617294499,0.7656672710152193,-2.5765805993398887,7.211687010442937,-15.942664700737252,1.5100796941715247,0.43302523873503806,-1.1220081983131773,-1.7077191471715063,-1.4723130659596693,-2.628686313820655,4.530239082514574,3.0579260165549047,1.9015527686939189,-0.23571668923608413,-0.5325514017349776,0.3313547533761476,-1.077628119287039,-0.26700757565120414,-100,1.975702905958252,-100
Al,EAM_Dynamo_Mishin_NiAl__MO_101214310689_002,4.04999986638,3.360000022584535,0.7290570733018841,0.3751972616956687,0.49315053223107386,0.1769299058031077,66.43011842489408,32.76004825740978,11.753474595405798,0.7092833153228644,0.6449748523475523,6.927427352676268,3.4162644709143573,2.8810755796074705,-1.5902127951735632,5.151894748963663,-7.483867290487153,1.3987168481258547,1.2119409806967008,-0.31600326018627656,-0.980303360129182,-0.7069408123348737,-1.732001637253752,4.196150544377564,3.4892097320426902,2.4641489071238123,-0.34350023378745187,-0.43854395155488624,1.9354885108975943,1.2285476941573112,1.0581636895685897,-100,1.6393645594325947,-100
Zr,EAM_Dynamo_Mendelev_Sordelet_CuZr__MO_120596890176_002,4.54452471793,6.438777009067711,0.6820950823724966,0.4789004537475582,0.5466319966225376,0.10159731431246921,93.8567279641382,51.30509060349522,9.535591491312468,2.240117118643528,0.9688740388249706,1.0170843982736666,0.5559729666800564,4.748758220717473,-2.446594716490642,13.23691389152276,-22.174200514065873,1.5139231496487044,1.8623386166576754,-0.3825862138878472,-0.7362625241553039,-0.6039794696556187,-2.2867381781195277,4.541769448946114,3.937789979290495,2.255031270826586,0.8065281496088477,-0.03162066643362238,0.016940101109549775,-0.587035606992633,1.557883156651124,-100,2.583009433575079,-100
Fe,EAM_Dynamo_Zhou_Johnson_Fe__MO_650279905230_002,3.62842901039,4.1957100728082555,0.6894490858306987,0.6229824602684275,0.6451380021225179,0.033233312781135615,47.770071553757745,30.818288523440998,1.5875577295232601,1.690581638854142,0.9983785981054413,1.3832267944154726,0.8923720475219769,2.354401675018224,-0.6361774712338095,15.699317193844976,-29.29436587195641,1.2887997750937932,1.4340625920572576,-0.37186242663521984,-0.4732369142532408,-0.4382910282927544,-3.4042025091038406,3.8663993252813795,3.428108296988625,0.4621968161775392,0.5250726347262437,-0.0016227177891989643,0.3244190265234057,-0.11387213972699516,0.8562866293785243,-100,2.7536172205706086,-100
Ag,EAM_Dynamo_Hale_Wong_pairMorse_PdAgH__MO_108983864770_002,4.08997422159,2.8500136020537528,0.7754672415687052,0.5859244573674356,0.6491053854345255,0.09477139210063479,68.41663533669278,44.40960645035734,6.4839397736998565,1.1044324388329594,0.6536003051912611,5.383034355139095,3.4941558099818124,3.268435463761482,-1.9392441627708132,9.94532278402324,-17.529640050574116,1.4085386672451168,1.0473237669196096,-0.2542895389486513,-0.5345644100572947,-0.4321601942054091,-2.356287686353569,4.22561600173535,3.793455807529941,1.869328315381781,0.09933157300121309,-0.42525926849755896,1.6832522217132184,1.251091804301405,1.1843114189656578,-100,2.2971023686945795,-100
Co,EAM_Dynamo_Zhou_Johnson_Co__MO_924630542818_002,3.54909817846,4.402340034672365,1.3295962845167548,0.9563251229755033,1.0807488434892538,0.18663558077062575,44.70478804284727,48.31464797573941,8.343504079604527,1.8294601711471936,0.8017255459029462,2.7164140221179247,2.935761326011594,15.046839249160278,7.5455677262704866,10.568347308655945,-9.527690895626263,1.2666935369785424,1.482136225616757,0.2848753506782852,-0.044657336952682085,0.07765417446487316,-1.6785973293749095,3.8000806109356273,3.8777347854005004,2.121483281560718,0.6040209348915236,-0.22098894177463188,0.9993126362666782,1.0769668152174932,2.711167952471205,2.0209603347529033,2.3578634308601703,-100
Cu,EAM_Dynamo_Williams_Mishin_CuAg__MO_128703483589_002,3.61500003116,3.539999968687158,1.0603435790959816,0.7652655775954961,0.8636249114289912,0.1475390007502428,47.24163459661769,40.79905249426472,6.9699835621930735,1.2742947794244053,0.6923994262809714,3.478246629547251,3.003900479527793,3.631378884455116,-1.6700313392917576,6.708252313860904,-11.257879658330332,1.2850918642303684,1.2641267183002474,0.058592986827423664,-0.2675323451462293,-0.14661673473043768,-1.9136627262868664,3.8552755926911053,3.7086588579606676,1.941612866404239,0.24239291140937694,-0.3675922842752104,1.2465283247311862,1.099911604034789,1.2896124341255992,-100,1.9033384571267007,-100
Ag,EAM_Dynamo_Williams_Mishin_Ag__MO_131620013077_002,4.09000014519,2.849999974726826,0.7754381507054483,0.5859129744416267,0.649088033196234,0.0947625881319108,68.4179362862588,44.409263699392966,6.483460717130057,1.1044519813201226,0.6534656789454942,5.383365395495096,3.4942777904427182,3.280709464519081,-1.9275390128370748,9.953397420798286,-17.527108007681708,1.4085450055534874,1.0473189854127787,-0.25432705363317715,-0.5345840082122905,-0.43218692710675255,-2.3563805875707495,4.225635016660462,3.7934480895537095,1.8692544290897124,0.09934926744188675,-0.42546526612564634,1.6833137168023424,1.2511267135437023,1.1880596991648023,-100,2.297913942216407,-100
Al,EAM_Dynamo_PurjaPun_Mishin_NiAl__MO_751354403791_002,4.04999999459,3.3599999878508906,0.7101941128304485,0.3840909192703284,0.4927919837903684,0.16305159678006007,66.43012473378744,32.73623295100473,10.831537912142604,0.6780014360324295,0.6302273067808118,8.067815454549098,3.9757558714385794,4.730725057985506,-0.5846181897104951,7.434682746461231,-8.864916116159215,1.3987168797826455,1.2119409703593065,-0.3422169479605507,-0.9568759854866036,-0.7076681335542856,-1.8136885836021213,4.196150639347936,3.4884825057936504,2.382462055745815,-0.3886058730020532,-0.4616747202568319,2.0878827460759073,1.3802148863656203,1.554078479970945,-100,2.0061559087207788,-100
Fe,EAM_Dynamo_Mendelev_Han_Fe_2__MO_769582363439_002,3.65836485326,4.002044591327654,0.4245181979638545,0.2516776312313441,0.3092911534755142,0.08642028336625518,48.96221403789645,15.143579656496009,4.231328411394249,1.7574415305975868,0.22421380005834263,4.47600549270282,1.3843888403677589,-0.8631710442027417,22.272102552670738,-37.23664817245292,96.6161431980359,1.2970162861812933,1.3868053783602503,-0.8568004049767897,-1.379606251543606,-1.173472201460532,-2.448532869540713,3.8910488585438796,2.717576657083348,1.4425159890031671,0.5638590756414996,-1.495155217792577,1.498731017594328,0.3252587717582343,-100,3.103334888697386,-100,4.5707458411078115
Zr,EAM_Dynamo_Zhou_Johnson_Zr__MO_103270551167_002,4.53166143879,6.351767699412262,0.646189738598091,0.4818381554043285,0.536622016468916,0.08217579159688126,93.06199717593192,49.93911658117316,7.647443285518935,1.8348528311688512,0.7939466788855096,19.07776562619777,10.237549318000244,9.236884034430592,18.10606521713472,-10.41413004504452,43.55054524204536,1.511088635783441,1.848733152024872,-0.4366621053246134,-0.7301469984867558,-0.6224613122592207,-2.498894526416113,4.533265907350323,3.910804595091103,2.0343713809342105,0.6069642772923604,-0.23073897504603627,2.9485235536175605,2.3260622665546653,2.223204603069241,2.8962469770093553,-100,3.7739222231293317
Ag,EAM_Dynamo_Williams_Mishin_CuAg__MO_128703483589_002,4.09000014519,2.849999974720779,0.7754326641227988,0.5859074431285006,0.6490825167932667,0.09476261049714907,68.4179362862588,44.40888627848622,6.483462247313504,1.1044519789286298,0.6534656830154723,5.383406362821011,3.494274667286896,3.2807083456062394,-1.927537903506621,9.953398230716823,-17.52708954784121,1.4085450055534874,1.047318985410657,-0.25433412911953884,-0.5345934487597382,-0.43219542584055515,-2.356380351557402,4.225635016660462,3.793439590819907,1.86925466510306,0.09934926527656601,-0.42546525989734985,1.6833213267576448,1.251125819751793,1.188059358106551,-100,2.297914023587468,-100
